headline;title;description;pubTime;pubDate
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Bahn verlaengert Kulanzregelung;Wer eine Bahnreise ueber das kommende lange Wochenende geplant hatte und nicht antreten will, kann seine Fahrkarte in einen Gutschein umtauschen.;10:26;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Hygiene-Experte fuer Oeffnung von Kitas und Grundschulen;Die Deutsche Gesellschaft fuer Krankenhaushygiene fordert eine sofortige Oeffnung von Kindertagesstaetten und Grundschulen.;10:23;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Hausaerzte protestieren gegen Mangel an Ausruestung;Mit einer ungewoehnlichen Aktion fordern Hausaerzte mehr Unterstuetzung bei der Beschaffung von Schutzausruestung: Sie lassen sich nackt in ihren Praxen fotografieren und posten die Bilder unter dem Stichwort #blankebedenken auf der gleichnamige Homepage sowie in sozialen Netzwerken.;09:48;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Ifo-Institut: Beschaeftigungsbarometer auf historischem Tief;Dem deutschen Arbeitsmarkt droht in der Corona-Krise nach Einschaetzung des Ifo-Instituts nach der Kurzarbeit auch ein Stellenabbau.;09:16;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Verwirrung ueber Lufthansa-Rettungspaket;Die Verhandlungen ueber ein milliardenschweres Rettungspaket fuer die Lufthansa in der Coronavirus-Krise sind Insidern zufolge doch noch nicht abgeschlossen.;09:11;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;DIHK schlaegt Apps zur Regelung von Besucherstroemen vor;Der Deutsche Industrie- und Handelskammertag (DIHK) fordert eine verstaerkte Digitalisierung im Kampf gegen die Corona-Krise.;08:56;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Oesterreich oeffnet im Mai Hotels und Lokale;Oesterreich hebt ab Mai die strengen Ausgangsbeschraenkungen auf.;08:51;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Altmaier denkt ueber Rettungsschirm fuer Gastronomie und Hotellerie nach;Die Bundesregierung ist nach Aussage von Wirtschaftsminister Peter Altmaier darauf vorbereitet, Gastronomen und Hoteliers zu helfen.;08:41;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Giffey fordert Kita-Oeffnung vor August;Bundesfamilienministerin Franziska Giffey dringt auf eine breitere Oeffnung von Kitas noch vor dem Hochsommer.;08:06;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Brasilien entwickelt sich zum Corona-Hotspot;Kein Land in Lateinamerika ist von der Corona-Pandemie staerker betroffen als Brasilien: Mittlerweile hat das groesste Land der Region mehr als 66.000 Infizierte registriert, 4205 Menschen sind im Zusammenhang mit dem Virus bereits gestorben.;08:03;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Absage der Olympischen Spiele denkbar;Die wegen der Corona-Pandemie um ein Jahr auf Sommer 2021 verschobenen Olympischen Spiele sollen nach Veranstalterangaben im Fall einer dann weiter andauernden Pandemie abgesagt werden.;07:57;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Offenbar steht das Lufthansa-Rettungspaket;Die Lufthansa und die Bundesregierung haben sich einem Medienbericht zufolge auf einen Rettungsplan geeinigt.;07:52;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Delfine zeigen sich wieder im Bosporus;Wegen des Coronavirus herrschen in vielen tuerkischen Staedten Ausgangssperren.;07:10;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;UN: 90 Milliarden Dollar zum Schutz der Aermsten;Nach Angaben der Vereinten Nationen koennten mit 90 Milliarden US-Dollar 700 Millionen Menschen aus den aermsten Laendern der Welt waehrend der Corona-Pandemie geschuetzt werden.;06:59;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;1144 Neuinfektionen in Deutschland, Reproduktionszahl leicht gestiegen;In Deutschland ist die Zahl der gemeldeten Neuinfektionen nach Angaben des Robert-Koch-Instituts (RKI) auf 156.337 gestiegen.;06:48;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Boeing: Flugzeugbranche wird Jahre zur Erholung brauchen;Die Luftfahrtbranche wird nach der Corona-Pandemie dem US-Flugzeugbauer Boeing zufolge mehrere Jahre brauchen, um sich zu erholen.;05:53;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Trump laesst Entschaedigungsforderungen an China wegen Virus pruefen;US-Praesident Donald Trump will moeglicherweise Entschaedigungen von China fuer die Corona-Pandemie einfordern.;05:28;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Zwei Drittel der Deutschen wollen sich an Schutzmasken-Pflicht halten;Zwei Drittel der Deutschen wollen sich an die seit Montag in fast allen Bundeslaendern geltende Schutzmaskenpflicht in Geschaeften und im oeffentlichen Nahverkehr halten.;04:55;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Wo ist Seehofer?;Vertreter von FDP und Gruenen vermissen in der Corona-Krise oeffentliche Stellungnahmen von Bundesinnenminister Horst Seehofer (CSU).;04:48;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Ferienhausverband: Ohne Sommersaison ist fuer viele Anbieter Schluss;Nach Aussagen aus der Politik, dass Sommerurlaub in gemieteten Ferienwohnungen und -haeusern trotz der Corona-Pandemie durchaus moeglich ist, hat der Deutsche Ferienhausverband ein Konzept gefordert.;04:20;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Kaliforniens Gouverneur warnt vor Gedraenge an Straenden;Der Gouverneur von Kalifornien, Gavin Newsom, hat an die Buerger des US-Bundesstaates appelliert, Gedraenge an den Straenden kuenftig zu unterlassen.;03:40;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Deutscher Einzelhandel erwartet bis zu 50.000 Insolvenzen;Der deutsche Einzelhandel erwartet wegen der Corona-Krise bis zu 50.000 Insolvenzen in der Branche.;03:31;28.04.2020
Coronavirus-Pandemie | ++ Ansteckungsrate wieder bei 0,9  ++;Mehr als drei Millionen Infektionen weltweit;Die Zahl der Coronavirus-Infektionen ist weltweit auf ueber drei Millionen gestiegen.;03:31;28.04.2020
