headline;title;description;pubTime;pubDate
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Expertin fordert Team-Quarantaene bei Corona-Faellen in der Bundesliga;Die Muenchner Virologie-Professorin Ulrike Protzer kann sich mit Geisterspielen in der Fussball-Bundesliga anfreunden, ist mit den Plaenen der Deutschen Fussball Liga aber nicht ganz einverstanden.;08:34;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Spahn will 4,5 Millionen Impfdosen gegen Grippe beschaffen;Der Bund will fuer die kommende Grippesaison 4,5 Millionen Dosen Impfstoff gegen die uebliche Grippe beschaffen, um ein gleichzeitiges Hochschnellen von Corona- und Influenza-Infektionen im Herbst und Winter zu verhindern.;08:18;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Trump erwaegt Corona-Tests fuer internationale Reisende;US-Praesident Donald Trump will international Reisende womoeglich bald Temperatur- und Viruschecks unterziehen.;08:07;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Hotels in Polen sollen im Sommer wieder offen sein;Die Hotels in Polen sollen in den Sommerferien wieder geoeffnet sein.;07:50;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;SPD-Chef Walter-Borjans: Keine Dividendenzahlungen bei Staatshilfe;In der Diskussion um Staatshilfen in der Corona-Krise fordert SPD-Chef Norbert Walter-Borjans, dass Milliardenhilfen der Steuerzahler an Bedingungen geknuepft werden.;07:40;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Ifo-Institut warnt vor Pleitewelle;Viele deutsche Unternehmen sehen ihre Existenz durch die Coronakrise bedroht, wie aus der April-Umfrage des Muenchener Ifo-Instituts hervorgeht.;07:16;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Pandemie brockt Airbus fast 500 Millionen Euro Verlust ein;Die Corona-Krise und Sonderabschreibungen haben den Luftfahrt- und Ruestungskonzern Airbus im ersten Quartal in die roten Zahlen gerissen.;07:13;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Oscars fuer reine Streaming-Filme;Die kommenden Oscars koennen ausnahmsweise auch an Filme vergeben werden, die nicht im Kino gelaufen sind.;07:03;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Regierung will globale Reisewarnung offenbar mindestens bis Juni verlaengern;Die Bundesregierung will offenbar ihre strikte Warnung vor Auslandsreisen bis mindestens Mitte Juni verlaengern.;06:56;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;1304 Neuinfektionen in Deutschland;In Deutschland ist die Zahl der Infektionen um 1304 auf 157.641 gestiegen, wie das Robert Koch-Institut (RKI) mitteilt.;06:41;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;Sportminister offenbar fuer Fortsetzung der Bundesliga im Mai;Die Sportministerkonferenz hat sich offenbar fuer eine Fortsetzung der Fussball-Bundesliga ab Mitte bis Ende Mai ausgesprochen.;06:35;29.04.2020
Coronavirus-Pandemie | ++ Airbus rutscht in die roten Zahlen  ++;"Bolsonaro: ""Ich bin Messias, aber ich vollbringe keine Wunder""";Der rechte brasilianische Praesident Jair Bolsonaro sorgt mit Aeusserungen in der Corona-Krise erneut fuer Aufsehen.;06:35;29.04.2020
