headline;title;description;pubTime;pubDate
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;NRW weist Kritik an Oeffnungskurs zurueck;Nordrhein-Westfalen ist bei der Umsetzung der Lockerungsregeln fuer den Einzelhandel in der Corona-Krise nach den Worten von Gesundheitsminister Karl-Josef Laumann nicht vorgeprescht.;13:32;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Ramaphosa kuendigt erste Lockerungen fuer Suedafrika an;Die Corona-Pandemie trifft das wirtschaftlich angeschlagene Suedafrika hart.;13:29;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Biden befuerchtet Verschiebung von US-Wahl durch Trump;Der Praesidentschaftskandidat der US-Demokraten, Joe Biden, befuerchtet eine Verschiebung der US-Wahl durch Praesident Donald Trump wegen der Corona-Krise.;13:24;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Familienbesuche sollen ueber Grenzen moeglich bleiben;Trotz der Reisebeschraenkungen in der Corona-Krise sollen Familienbesuche auch ueber Grenzen hinweg moeglich bleiben.;13:21;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Gottesdienste in Bayern ab 4. Mai unter Auflagen wieder erlaubt;Unter strengen Auflagen sollen oeffentliche Gottesdienste in Bayern ab dem 4. Mai trotz der andauernden Corona-Krise wieder erlaubt sein.;13:08;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;CSU will im Mai ersten virtuellen Parteitag abhalten;Die CSU will wegen der Corona-Pandemie am 22. Mai den ersten virtuellen Parteitag ihrer Geschichte abhalten.;13:04;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Bund hat mehr als 100 Millionen neue Schutzmasken beschafft;Angesichts der Corona-Epidemie ist weiterer Nachschub an Schutzausstattung fuer das medizinische Personal ueber den Bund beschafft worden.;13:00;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;DFB-Pokalfinale kann nicht am 23. Mai stattfinden;Das DFB-Pokalfinale kann nicht wie geplant am 23. Mai im Berliner Olympiastadion stattfinden.;12:42;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Atemwegs-Krankschreibungen um 120 Prozent gestiegen;Die Zahl der Krankschreibungen wegen Atemwegserkrankungen hat sich in Corona-Zeiten im Vergleich zum Vorjahr mehr als verdoppelt.;12:40;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Zahl der neuen Virus-Toten in Spanien auf niedrigstem Wert seit Maerz;Die Zahl der neuen Corona-Toten in Spanien sinkt auf den niedrigsten Stand seit mehr als einen Monat.;12:37;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Kritik an Corona-Tracing-App waechst;Gesundheitsminister Spahn setzt bei der Corona-App weiter auf eine zentrale Datenspeicherung - und wird dafuer nicht nur von Datenschuetzern kritisiert.;12:33;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Gericht: Noch keine Schule fuer hessische Viertklaessler;Viertklaessler in Hessen muessen ab Montag noch nicht zur Schule.;12:20;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Ohne Mundschutz in Bayern - bis zu 5000 Euro Strafe;Verstoesse gegen die Mundschutzpflicht zum Schutz vor Ansteckungen mit dem Coronavirus koennen in Bayern bis zu 5000 Euro kosten.;12:10;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Studie: Etwa jeder fuenfte New Yorker infiziert;Die Zahl der Corona-Infizierten in New York ist offenbar viel hoeher als bisher angenommen: In der US-Metropole infizierte sich einer Untersuchung zufolge womoeglich schon jeder fuenfte Bewohner mit dem neuartigen Virus.;12:05;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Auch Schweden daempft Hoffnung auf Auslandsurlaub;Nachdem Bundesaussenminister Heiko Maas den Deutschen bereits erklaert hat, dass es in diesem Jahr keinen normalen Sommerurlaub geben wird, hat nun auch seine schwedische Amtskollegin ihm beigepflichtet.;11:57;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Steuererhoehungen nach Bewaeltigung der Krise?;Der Praesident des Instituts fuer Weltwirtschaft, Gabriel Felbermayr, bringt zur Bewaeltigung der Corona-Krise Steuererhoehungen ins Spiel.;11:52;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;RKI empfiehlt generelle Testung aller Atemwegsinfektionen;Das Robert Koch-Institut (RKI) empfiehlt die generelle Testung aller Atemwegserkrankungen auf eine moegliche Corona-Infektion.;11:40;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Karliczek fuer Maskenpflicht an Schulen und Samstagsunterricht;Bundesbildungsministterin Anja Karliczek befuerwortet eine Maskenpflicht fuer Schueler.;11:25;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Bundeswirtschaftsministerium foerdert Maskenproduktion;Das Wirtschaftsministerium will Firmen bei der Produktion von Corona-Schutzausruestung in Deutschland finanziell unterstuetzen.;11:19;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Schweden fuer Verlaengerung von Brexit-Uebergangsphase wegen Corona;Die schwedische Aussenministerin Ann Linde hat sich wegen der Coronavirus-Pandemie fuer eine Verlaengerung der Brexit-Uebergangsphase ueber das Jahresende hinaus ausgesprochen.;11:01;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Kritik an geschlechtsspezifischen Ausgangsbeschraenkungen in Panama;Menschenrechtsorganisationen haben die geschlechtsspezifischen Ausgangsbeschraenkungen in Panama kritisiert und die Diskriminierung von Transgender-Personen angeprangert.;10:50;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Haendler melden nach Wiedereroeffnung schwaches Geschaeft;Fuer die wenigen Tage seit der Lockerung der Corona-Massnahmen melden Einzelhaendler einer Umfrage zufolge ein schwaches Geschaeft.;10:45;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;RKI warnt vor weiteren Lockerungen;Lars Schaade, Vizepraesident des Robert Koch-Instituts (RKI) warnt in der Pressekonferenz zur Corona-Lage davor, Anti-Corona-Massnahmen zu schnell zu lockern.;10:20;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Erste Erleichterungen fuer Buerger im suedbadischen Grenzgebiet;Fuer Buerger im Grenzgebiet zu Frankreich und zur Schweiz gibt es erstmals seit Einfuehrung der strikten Grenzkontrollen vor gut fuenf Wochen Erleichterungen: Das Bundesinnenministerium sagte nach Angaben von drei CDU-Bundestagsabgeordneten zu, dass sich getrennte Familien erstmals wieder sehen koennen.;09:57;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;"WHO Europa lobt ""starke Fuehrung"" durch Merkel und Spahn";Das Europa-Buero der Weltgesundheitsorganisation WHO hat die Arbeit von Bundeskanzlerin Angela Merkel und Gesundheitsminister Jens Spahn in der Corona-Krise gelobt.;09:50;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Einbruch der EU-Wirtschaftsleistung erwartet;Die Europaeische Union steuert wegen der Coronakrise nach den Worten von EU-Industriekommissar Thierry Breton in diesem Jahr auf einen Einbruch der Wirtschaftsleistung von fuenf bis zehn Prozent zu.;09:42;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Britische Einzelhandelsumsaetze fallen in Rekordtempo;Die Umsaetze im britischen Einzelhandel sind im Maerz wegen der Corona-Krise so stark gesunken wie seit mindestens 1996 nicht mehr.;09:36;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Gefaengnisse in Bayern produzieren Atemschutzmasken;Haeftlinge in bayerischen Gefaengnissen sollen jaehrlich bis zu sieben Millionen einfache Mund-Nase-Masken produzieren.;09:19;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Lauterbach warnt vor Bundesliga-Neustart;Der SPD-Gesundheitsexperte Karl Lauterbach spricht sich gegen einen baldigen Neustart der Fussball-Bundesliga mit Geisterspielen aus.;09:15;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Hancock: Noch keine Entscheidung zu Johnson-Rueckkehr;Der britische Premierminister Boris Johnson ist nach seiner schweren Covid-19-Erkrankung nach Angaben der Regierung weiter auf dem Weg der Besserung.;09:13;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Indien: Massen-Medikamententest im Slum;In Mumbais Slums ist Social Distancing unmoeglich.;09:08;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Ramelow kritisiert uneinheitliches Vorgehen der Laender;Thueringens Ministerpraesident Bodo Ramelow kritisiert das uneinheitliche Vorgehen der Laender bei der Bekaempfung des Coronavirus.;09:00;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Kontaktloses Bezahlen im Trend;Frueher noch undenkbar, heute selbstverstaendlich und sogar empfohlen: das Bezahlen mit Girokarte, Kreditkarte oder Smartphone.;08:56;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Orban erwartet schnelle wirtschaftliche Erholung Ungarns;Der ungarische Ministerpraesident Viktor Orban erwartet nach der Coronavirus-Pandemie eine schnelle wirtschaftliche Erholung.;08:53;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Verfassungsschutz warnt vor Falschinformationen aus dem Ausland;Der Praesident des Bundesamts fuer Verfassungsschutz, Thomas Haldenwang, warnt vor der Verbreitung von Falschinformationen ueber das Coronavirus aus dem Ausland.;08:49;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Frankreichs Parlament besiegelt Hilfspaket von 110 Milliarden Euro;Das franzoesische Parlament hat in der Corona-Krise ein Hilfspaket von 110 Milliarden Euro besiegelt.;08:41;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Mehr als 3000 Corona-Tote in Brasilien;In Brasilien ist die Zahl der Todesfaelle durch das Coronavirus auf mehr als 3000 gestiegen.;08:35;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Spahn: Gemeinsam einen Weg in neuen Alltag finden;Am Ende der ersten Woche der Lockerungen sagte Bundesgesundheitsminister Jens Spahn im ZDF, man muesse den Weg in einen neuen Alltag finden.;08:29;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;US-Bundesstaat Georgia: Oeffnung im Alleingang;Ausgerechnet Georgia, ein US-Bundesstaat mit besonders vielen Corona-Toten, hebt als erstes den Lockdown auf: Ein Alleingang des Gouverneurs, der nicht einmal von Praesident Trump gebilligt wird.;08:04;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Maskenlotterie in Japan;Die Nachfrage nach Atemschutzmasken hat den japanischen Hersteller Sharp so ueberwaeltigt, dass er sie nun per Lotterie verteilen will.;07:59;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Staedtebund fordert milliardenschweren Rettungsschirm vom Bund;Der Staedte- und Gemeindebund fordert milliardenschwere Hilfen vom Bund.;07:50;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Merkel will weitere Lockerungen erst im Mai;Bund und Laender wollen am 30. April erneut ueber die Corona-Krise beraten.;07:46;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;IAB: Mehr als drei Millionen Arbeitslose moeglich;Das Institut fuer Arbeitsmarkt und Berufsforschung (IAB) haelt einen Anstieg der Arbeitslosenzahl auf ueber drei Millionen fuer moeglich.;07:42;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Klimaprotest trotz Corona;"Sie koennen nicht auf die Strasse, Schule findet sowieso kaum statt - trotzdem wollen die Aktivisten von ""Fridays for Future"" auch in der Corona-Krise Aufmerksamkeit auf den Klimawandel lenken - mit Kreativitaet im Netz.";07:35;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Islamverband: Muezzin soll zum Gebet in der Wohnung aufrufen;"Der ""Zentralrat der Muslime in Deutschland"" (ZMD) hat vorgeschlagen, den Muezzin-Ruf voruebergehend der Corona-Lage anzupassen.";07:22;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Kino an Berliner Hausfassaden;Bundesweit sind die Kinos geschlossen.;07:08;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Trump schlaegt vor, Menschen Desinfektionsmittel zu spritzen;US-Praesident Donald Trump hat Forscher ermuntert, im Kampf gegen das neuartige Coronavirus zu pruefen, Menschen direkt Desinfektionsmittel zu spritzen.;06:57;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Keine neuen Corona-Toten in China;Den neunten Tag in Folge hat es in China offiziellen Angaben zufolge keine neuen Todesopfer durch das Coronavirus gegeben.;06:55;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Bundesliga nur mit Maske?;Das Bundesarbeitsministerium hat vor der Wiederaufnahme der Bundesliga einen Forderungskatalog erstellt.;06:49;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;RKI: 2337 neue Corona-Faelle in Deutschland;Das Robert Koch-Institut meldet insgesamt 150.383 Corona-Infektionen in Deutschland, das sind 2337 mehr als am Vortag.;06:32;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Sturm auf Buchhandlungen in Italien;In Italien duerfen Buchlaeden unter strengen Auflagen wieder aufmachen.;06:25;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Zahl der Malaria-Toten in Afrika koennte wegen Corona stark steigen;In Afrika koennten in diesem Jahr doppelt so viele Menschen an Malaria sterben wie in anderen Jahren, wenn der Kampf gegen die Infektionskrankheit durch die Coronavirus-Pandemie behindert wird.;05:41;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Aerztepraesident fordert fruehe Planung fuer Vergabe von Corona-Impfstoff;Aerztepraesident Klaus Reinhardt hat fruehzeitige Planungen fuer die Vergabe eines Impfstoffs gegen das Coronavirus angemahnt.;05:16;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Umfrage: Zahl der saeumigen Mieter in Corona-Krise sprunghaft gestiegen;Wegen der Corona-Krise ist die Zahl der saeumigen Mieter sprunghaft gestiegen.;04:23;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Pflegeheime fordern mehr Unterstuetzung gegen Corona-Ausbrueche;In der Corona-Krise fordern Pflegeheimbetreiber staerkere Unterstuetzung, um bedrohliche Infektionsfaelle zu verhindern.;04:23;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;"Staedtetag fordert ""klare Perspektive"" fuer weitere Lockerungen";"Der Deutsche Staedtetag hat eine ""klare Perspektive"" fuer weitere Lockerungen der Corona-Restriktionen verlangt.";02:59;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;Bericht: Johnson will Amtsgeschaefte am Montag aufnehmen;Der britische Premier Boris Johnson kehrt nach einem Medienbericht nach seiner ueberstandenen Corona-Erkrankung schon Anfang kommender Woche an die Regierungsspitze zurueck.;02:26;24.04.2020
Coronavirus-Pandemie | ++ Saudis fuer laengere Waffenruhe im Jemen ++;US-Repraesentantenhaus verabschiedet weiteres Konjunkturpaket;Das weitere US-Konjunkturpaket in Hoehe von 484 Milliarden US-Dollar (446 Milliarden Euro) als Reaktion auf die Corona-Krise ist beschlossene Sache.;02:26;24.04.2020
